area,year,latitude,longitude,aqi_openweather_avg,pm2_5_avg,pm10_avg,no2_avg,o3_avg,co_avg
Nagadevanahalli,2022,12.9399220,77.4913207,2.58,25.0,29.32,14.52,49.81,502.24
Nagadevanahalli,2023,12.9399220,77.4913207,2.17,21.74,26.05,14.24,49.88,485.18
Nagadevanahalli,2024,12.9399220,77.4913207,2.17,21.06,24.12,10.89,53.5,483.84
Nagadevanahalli,2025,12.9399220,77.4913207,2.15,22.32,27.93,11.57,52.27,351.88
Nagadevanahalli,2026,12.9399220,77.4913207,3.06,39.96,48.52,6.42,80.31,341.71
Nagapura,2020,13.0047061,77.5449492,3.63,42.83,47.78,16.51,59.0,566.13
Nagapura,2021,13.0047061,77.5449492,2.51,24.37,28.53,18.02,41.71,606.76
Nagapura,2022,13.0047061,77.5449492,2.67,26.97,31.36,19.51,45.67,625.3
Nagapura,2023,13.0047061,77.5449492,2.22,23.57,27.92,18.23,47.04,591.49
Nagapura,2024,13.0047061,77.5449492,2.21,22.74,25.86,15.89,49.45,596.5
Nagapura,2025,13.0047061,77.5449492,2.1,21.43,26.53,10.02,53.59,327.1
Nagapura,2026,13.0047061,77.5449492,3.11,39.04,46.66,4.75,86.43,313.87
Nagarabhavi,2020,12.9664182,77.5130777,3.63,42.83,47.78,16.51,59.0,566.13
Nagarabhavi,2021,12.9664182,77.5130777,2.51,24.37,28.53,18.02,41.71,606.76
Nagarabhavi,2022,12.9664182,77.5130777,2.67,26.97,31.36,19.51,45.67,625.3
Nagarabhavi,2023,12.9664182,77.5130777,2.22,23.57,27.92,18.23,47.04,591.49
Nagarabhavi,2024,12.9664182,77.5130777,2.21,22.74,25.86,15.89,49.45,596.5
Nagarabhavi,2025,12.9664182,77.5130777,2.1,21.43,26.53,10.02,53.59,327.1
Nagarabhavi,2026,12.9664182,77.5130777,3.1,40.65,49.24,6.17,81.26,335.27
Nagavara,2020,13.0374647,77.6236020,3.63,42.83,47.78,16.51,59.0,566.13
Nagavara,2021,13.0374647,77.6236020,2.51,24.37,28.53,18.02,41.71,606.76
Nagavara,2022,13.0374647,77.6236020,2.67,26.97,31.36,19.51,45.67,625.3
Nagavara,2023,13.0374647,77.6236020,2.22,23.57,27.92,18.23,47.04,591.49
Nagavara,2024,13.0374647,77.6236020,2.21,22.74,25.86,15.89,49.45,596.5
Nagavara,2025,13.0374647,77.6236020,2.1,21.43,26.53,10.02,53.59,327.1
Nagavara,2026,13.0374647,77.6236020,3.17,40.45,48.31,4.7,86.43,311.71
Nayandahalli,2020,12.9413253,77.5212118,3.63,42.83,47.78,16.51,59.0,566.13
Nayandahalli,2021,12.9413253,77.5212118,2.51,24.37,28.53,18.02,41.71,606.76
Nayandahalli,2022,12.9413253,77.5212118,2.67,26.97,31.36,19.51,45.67,625.3
Nayandahalli,2023,12.9413253,77.5212118,2.22,23.57,27.92,18.23,47.04,591.49
Nayandahalli,2024,12.9413253,77.5212118,2.21,22.74,25.86,15.89,49.45,596.5
Nayandahalli,2025,12.9413253,77.5212118,2.1,21.43,26.53,10.02,53.59,327.1
Nayandahalli,2026,12.9413253,77.5212118,3.1,40.65,49.24,6.17,81.26,335.27
New Guddadahalli,2020,12.9560697,77.5465160,3.63,42.83,47.78,16.51,59.0,566.13
New Guddadahalli,2021,12.9560697,77.5465160,2.51,24.37,28.53,18.02,41.71,606.76
New Guddadahalli,2022,12.9560697,77.5465160,2.67,26.97,31.36,19.51,45.67,625.3
New Guddadahalli,2023,12.9560697,77.5465160,2.22,23.57,27.92,18.23,47.04,591.49
New Guddadahalli,2024,12.9560697,77.5465160,2.21,22.74,25.86,15.89,49.45,596.5
New Guddadahalli,2025,12.9560697,77.5465160,2.1,21.43,26.53,10.02,53.59,327.1
New Guddadahalli,2026,12.9560697,77.5465160,3.1,40.65,49.24,6.17,81.26,335.27
Okalipuram,2020,12.9852006,77.5645066,3.63,42.83,47.78,16.51,59.0,566.13
Okalipuram,2021,12.9852006,77.5645066,2.51,24.37,28.53,18.02,41.71,606.76
Okalipuram,2022,12.9852006,77.5645066,2.67,26.97,31.36,19.51,45.67,625.3
Okalipuram,2023,12.9852006,77.5645066,2.22,23.57,27.92,18.23,47.04,591.49
Okalipuram,2024,12.9852006,77.5645066,2.21,22.74,25.86,15.89,49.45,596.5
Okalipuram,2025,12.9852006,77.5645066,2.1,21.43,26.53,10.02,53.59,327.1
Okalipuram,2026,12.9852006,77.5645066,3.1,40.65,49.24,6.17,81.26,335.27
Padarayanapura,2020,12.9647243,77.5518191,3.63,42.83,47.78,16.51,59.0,566.13
Padarayanapura,2021,12.9647243,77.5518191,2.51,24.37,28.53,18.02,41.71,606.76
Padarayanapura,2022,12.9647243,77.5518191,2.67,26.97,31.36,19.51,45.67,625.3
Padarayanapura,2023,12.9647243,77.5518191,2.22,23.57,27.92,18.23,47.04,591.49
Padarayanapura,2024,12.9647243,77.5518191,2.21,22.74,25.86,15.89,49.45,596.5
Padarayanapura,2025,12.9647243,77.5518191,2.1,21.43,26.53,10.02,53.59,327.1
Padarayanapura,2026,12.9647243,77.5518191,3.1,40.65,49.24,6.17,81.26,335.27
Padmanabha Nagar,2020,12.9162790,77.5560752,3.63,42.83,47.78,16.51,59.0,566.13
Padmanabha Nagar,2021,12.9162790,77.5560752,2.51,24.37,28.53,18.02,41.71,606.76
Padmanabha Nagar,2022,12.9162790,77.5560752,2.67,26.97,31.36,19.51,45.67,625.3
Padmanabha Nagar,2023,12.9162790,77.5560752,2.22,23.57,27.92,18.23,47.04,591.49
Padmanabha Nagar,2024,12.9162790,77.5560752,2.21,22.74,25.86,15.89,49.45,596.5
Padmanabha Nagar,2025,12.9162790,77.5560752,2.1,21.43,26.53,10.02,53.59,327.1
Padmanabha Nagar,2026,12.9162790,77.5560752,3.1,40.65,49.24,6.17,81.26,335.27
Peenya,2020,13.0330515,77.5332233,3.63,42.83,47.78,16.51,59.0,566.13
Peenya,2021,13.0330515,77.5332233,2.51,24.37,28.53,18.02,41.71,606.76
Peenya,2022,13.0330515,77.5332233,2.67,26.97,31.36,19.51,45.67,625.3
Peenya,2023,13.0330515,77.5332233,2.22,23.57,27.92,18.23,47.04,591.49
Peenya,2024,13.0330515,77.5332233,2.21,22.74,25.86,15.89,49.45,596.5
Peenya,2025,13.0330515,77.5332233,2.1,21.43,26.53,10.02,53.59,327.1
Peenya,2026,13.0330515,77.5332233,3.11,39.04,46.66,4.75,86.43,313.87
Peenya Industrial Area,2020,13.0160478,77.5045057,3.63,42.83,47.78,16.51,59.0,566.13
Peenya Industrial Area,2021,13.0160478,77.5045057,2.51,24.37,28.53,18.02,41.71,606.76
Peenya Industrial Area,2022,13.0160478,77.5045057,2.67,26.97,31.36,19.51,45.67,625.3
Peenya Industrial Area,2023,13.0160478,77.5045057,2.22,23.57,27.92,18.23,47.04,591.49
Peenya Industrial Area,2024,13.0160478,77.5045057,2.21,22.74,25.86,15.89,49.45,596.5
Peenya Industrial Area,2025,13.0160478,77.5045057,2.1,21.43,26.53,10.02,53.59,327.1
Peenya Industrial Area,2026,13.0160478,77.5045057,3.11,39.04,46.66,4.75,86.43,313.87
Puttenahalli,2020,12.8950778,77.5849188,3.52,40.0,44.97,9.73,67.51,449.97
Puttenahalli,2021,12.8950778,77.5849188,2.37,21.8,26.02,11.22,49.14,440.98
Puttenahalli,2022,12.8950778,77.5849188,2.57,24.93,29.54,13.43,52.21,476.15
Puttenahalli,2023,12.8950778,77.5849188,2.14,20.94,25.4,10.78,54.81,423.53
Puttenahalli,2024,12.8950778,77.5849188,2.11,20.04,23.26,8.4,55.66,429.81
Puttenahalli,2025,12.8950778,77.5849188,2.2,22.98,29.23,10.36,53.23,333.27
Puttenahalli,2026,12.8950778,77.5849188,3.1,40.95,49.8,6.67,80.25,343.45
Rajagopal Nagar,2020,13.0231251,77.5842676,3.63,42.83,47.78,16.51,59.0,566.13
Rajagopal Nagar,2021,13.0231251,77.5842676,2.51,24.37,28.53,18.02,41.71,606.76
Rajagopal Nagar,2022,13.0231251,77.5842676,2.67,26.97,31.36,19.51,45.67,625.3
Rajagopal Nagar,2023,13.0231251,77.5842676,2.22,23.57,27.92,18.23,47.04,591.49
Rajagopal Nagar,2024,13.0231251,77.5842676,2.21,22.74,25.86,15.89,49.45,596.5
Rajagopal Nagar,2025,13.0231251,77.5842676,2.1,21.43,26.53,10.02,53.59,327.1
Rajagopal Nagar,2026,13.0231251,77.5842676,3.11,39.04,46.66,4.75,86.43,313.87
Rajaji Nagar,2020,13.0036633,77.5490651,3.63,42.83,47.78,16.51,59.0,566.13
Rajaji Nagar,2021,13.0036633,77.5490651,2.51,24.37,28.53,18.02,41.71,606.76
Rajaji Nagar,2022,13.0036633,77.5490651,2.67,26.97,31.36,19.51,45.67,625.3
Rajaji Nagar,2023,13.0036633,77.5490651,2.22,23.57,27.92,18.23,47.04,591.49
Rajaji Nagar,2024,13.0036633,77.5490651,2.21,22.74,25.86,15.89,49.45,596.5
Rajaji Nagar,2025,13.0036633,77.5490651,2.1,21.43,26.53,10.02,53.59,327.1
Rajaji Nagar,2026,13.0036633,77.5490651,3.11,39.04,46.66,4.75,86.43,313.87
Rajamahal Guttahalli,2020,12.9989000,77.5811516,3.63,42.83,47.78,16.51,59.0,566.13
Rajamahal Guttahalli,2021,12.9989000,77.5811516,2.51,24.37,28.53,18.02,41.71,606.76
Rajamahal Guttahalli,2022,12.9989000,77.5811516,2.67,26.97,31.36,19.51,45.67,625.3
Rajamahal Guttahalli,2023,12.9989000,77.5811516,2.22,23.57,27.92,18.23,47.04,591.49
Rajamahal Guttahalli,2024,12.9989000,77.5811516,2.21,22.74,25.86,15.89,49.45,596.5
Rajamahal Guttahalli,2025,12.9989000,77.5811516,2.1,21.43,26.53,10.02,53.59,327.1
Rajamahal Guttahalli,2026,12.9989000,77.5811516,3.1,40.65,49.24,6.17,81.26,335.27
Rajarajeshwari Nagar,2020,12.9274413,77.5155224,3.63,42.83,47.78,16.51,59.0,566.13
Rajarajeshwari Nagar,2021,12.9274413,77.5155224,2.51,24.37,28.53,18.02,41.71,606.76
Rajarajeshwari Nagar,2022,12.9274413,77.5155224,2.67,26.97,31.36,19.51,45.67,625.3
Rajarajeshwari Nagar,2023,12.9274413,77.5155224,2.22,23.57,27.92,18.23,47.04,591.49
Rajarajeshwari Nagar,2024,12.9274413,77.5155224,2.21,22.74,25.86,15.89,49.45,596.5
Rajarajeshwari Nagar,2025,12.9274413,77.5155224,2.1,21.43,26.53,10.02,53.59,327.1
Rajarajeshwari Nagar,2026,12.9274413,77.5155224,3.1,40.65,49.24,6.17,81.26,335.27
Rajiv Nagar,2020,13.0529919,77.5842533,3.63,42.83,47.78,16.51,59.0,566.13
Rajiv Nagar,2021,13.0529919,77.5842533,2.51,24.37,28.53,18.02,41.71,606.76
Rajiv Nagar,2022,13.0529919,77.5842533,2.67,26.97,31.36,19.51,45.67,625.3
Rajiv Nagar,2023,13.0529919,77.5842533,2.22,23.57,27.92,18.23,47.04,591.49
Rajiv Nagar,2024,13.0529919,77.5842533,2.21,22.74,25.86,15.89,49.45,596.5
Rajiv Nagar,2025,13.0529919,77.5842533,2.1,21.43,26.53,10.02,53.59,327.1
Rajiv Nagar,2026,13.0529919,77.5842533,3.11,39.04,46.66,4.75,86.43,313.87
Ramamurthy Nagar,2020,13.0120218,77.6777817,3.63,42.83,47.78,16.51,59.0,566.13
Ramamurthy Nagar,2021,13.0120218,77.6777817,2.51,24.37,28.53,18.02,41.71,606.76
Ramamurthy Nagar,2022,13.0120218,77.6777817,2.67,26.97,31.36,19.51,45.67,625.3
Ramamurthy Nagar,2023,13.0120218,77.6777817,2.22,23.57,27.92,18.23,47.04,591.49
Ramamurthy Nagar,2024,13.0120218,77.6777817,2.21,22.74,25.86,15.89,49.45,596.5
Ramamurthy Nagar,2025,13.0120218,77.6777817,2.1,21.43,26.53,10.02,53.59,327.1
Ramamurthy Nagar,2026,13.0120218,77.6777817,3.17,40.45,48.31,4.7,86.43,311.71
Ramapura,2020,13.0469243,77.6849421,3.63,42.83,47.78,16.51,59.0,566.13
Ramapura,2021,13.0469243,77.6849421,2.51,24.37,28.53,18.02,41.71,606.76
Ramapura,2022,13.0469243,77.6849421,2.67,26.97,31.36,19.51,45.67,625.3
Ramapura,2023,13.0469243,77.6849421,2.22,23.57,27.92,18.23,47.04,591.49
Ramapura,2024,13.0469243,77.6849421,2.21,22.74,25.86,15.89,49.45,596.5
Ramapura,2025,13.0469243,77.6849421,2.1,21.43,26.53,10.02,53.59,327.1
Ramapura,2026,13.0469243,77.6849421,3.17,40.45,48.31,4.7,86.43,311.71
Ramaswamypalya,2020,13.0097427,77.6368886,3.63,42.83,47.78,16.51,59.0,566.13
Ramaswamypalya,2021,13.0097427,77.6368886,2.51,24.37,28.53,18.02,41.71,606.76
Ramaswamypalya,2022,13.0097427,77.6368886,2.67,26.97,31.36,19.51,45.67,625.3
Ramaswamypalya,2023,13.0097427,77.6368886,2.22,23.57,27.92,18.23,47.04,591.49
Ramaswamypalya,2024,13.0097427,77.6368886,2.21,22.74,25.86,15.89,49.45,596.5
Ramaswamypalya,2025,13.0097427,77.6368886,2.1,21.43,26.53,10.02,53.59,327.1
Ramaswamypalya,2026,13.0097427,77.6368886,3.17,40.45,48.31,4.7,86.43,311.71
Rayapuram,2020,12.9662640,77.5545329,3.63,42.83,47.78,16.51,59.0,566.13
Rayapuram,2021,12.9662640,77.5545329,2.51,24.37,28.53,18.02,41.71,606.76
Rayapuram,2022,12.9662640,77.5545329,2.67,26.97,31.36,19.51,45.67,625.3
Rayapuram,2023,12.9662640,77.5545329,2.22,23.57,27.92,18.23,47.04,591.49
Rayapuram,2024,12.9662640,77.5545329,2.21,22.74,25.86,15.89,49.45,596.5
Rayapuram,2025,12.9662640,77.5545329,2.1,21.43,26.53,10.02,53.59,327.1
Rayapuram,2026,12.9662640,77.5545329,3.1,40.65,49.24,6.17,81.26,335.27
S K Garden,2020,12.9984097,77.6057238,3.63,42.83,47.78,16.51,59.0,566.13
S K Garden,2021,12.9984097,77.6057238,2.51,24.37,28.53,18.02,41.71,606.76
S K Garden,2022,12.9984097,77.6057238,2.67,26.97,31.36,19.51,45.67,625.3
S K Garden,2023,12.9984097,77.6057238,2.22,23.57,27.92,18.23,47.04,591.49
S K Garden,2024,12.9984097,77.6057238,2.21,22.74,25.86,15.89,49.45,596.5
S K Garden,2025,12.9984097,77.6057238,2.1,21.43,26.53,10.02,53.59,327.1
S K Garden,2026,12.9984097,77.6057238,3.18,42.23,50.97,6.06,82.52,332.38
Sanjaya Nagar,2020,12.9578658,77.6958748,3.63,42.83,47.78,16.51,59.0,566.13
Sanjaya Nagar,2021,12.9578658,77.6958748,2.51,24.37,28.53,18.02,41.71,606.76
Sanjaya Nagar,2022,12.9578658,77.6958748,2.67,26.97,31.36,19.51,45.67,625.3
Sanjaya Nagar,2023,12.9578658,77.6958748,2.22,23.57,27.92,18.23,47.04,591.49
Sanjaya Nagar,2024,12.9578658,77.6958748,2.21,22.74,25.86,15.89,49.45,596.5
Sanjaya Nagar,2025,12.9578658,77.6958748,2.1,21.43,26.53,10.02,53.59,327.1
Sanjaya Nagar,2026,12.9578658,77.6958748,3.18,42.23,50.97,6.06,82.52,332.38
Sarakki,2020,12.9087667,77.5767970,3.63,42.83,47.78,16.51,59.0,566.13
Sarakki,2021,12.9087667,77.5767970,2.51,24.37,28.53,18.02,41.71,606.76
Sarakki,2022,12.9087667,77.5767970,2.67,26.97,31.36,19.51,45.67,625.3
Sarakki,2023,12.9087667,77.5767970,2.22,23.57,27.92,18.23,47.04,591.49
Sarakki,2024,12.9087667,77.5767970,2.21,22.74,25.86,15.89,49.45,596.5
Sarakki,2025,12.9087667,77.5767970,2.1,21.43,26.53,10.02,53.59,327.1
Sarakki,2026,12.9087667,77.5767970,3.1,40.65,49.24,6.17,81.26,335.27
Shakambari Nagar,2020,12.9135785,77.5759435,3.63,42.83,47.78,16.51,59.0,566.13
Shakambari Nagar,2021,12.9135785,77.5759435,2.51,24.37,28.53,18.02,41.71,606.76
Shakambari Nagar,2022,12.9135785,77.5759435,2.67,26.97,31.36,19.51,45.67,625.3
Shakambari Nagar,2023,12.9135785,77.5759435,2.22,23.57,27.92,18.23,47.04,591.49
Shakambari Nagar,2024,12.9135785,77.5759435,2.21,22.74,25.86,15.89,49.45,596.5
Shakambari Nagar,2025,12.9135785,77.5759435,2.1,21.43,26.53,10.02,53.59,327.1
Shakambari Nagar,2026,12.9135785,77.5759435,3.1,40.65,49.24,6.17,81.26,335.27
Shakthi Ganapathi Nagar,2020,12.9937830,77.5360361,3.63,42.83,47.78,16.51,59.0,566.13
Shakthi Ganapathi Nagar,2021,12.9937830,77.5360361,2.51,24.37,28.53,18.02,41.71,606.76
Shakthi Ganapathi Nagar,2022,12.9937830,77.5360361,2.67,26.97,31.36,19.51,45.67,625.3
Shakthi Ganapathi Nagar,2023,12.9937830,77.5360361,2.22,23.57,27.92,18.23,47.04,591.49
Shakthi Ganapathi Nagar,2024,12.9937830,77.5360361,2.21,22.74,25.86,15.89,49.45,596.5
Shakthi Ganapathi Nagar,2025,12.9937830,77.5360361,2.1,21.43,26.53,10.02,53.59,327.1
Shakthi Ganapathi Nagar,2026,12.9937830,77.5360361,3.1,40.65,49.24,6.17,81.26,335.27
Shankar Matt,2020,12.9580503,77.5695626,3.63,42.83,47.78,16.51,59.0,566.13
Shankar Matt,2021,12.9580503,77.5695626,2.51,24.37,28.53,18.02,41.71,606.76
Shankar Matt,2022,12.9580503,77.5695626,2.67,26.97,31.36,19.51,45.67,625.3
Shankar Matt,2023,12.9580503,77.5695626,2.22,23.57,27.92,18.23,47.04,591.49
Shankar Matt,2024,12.9580503,77.5695626,2.21,22.74,25.86,15.89,49.45,596.5
Shankar Matt,2025,12.9580503,77.5695626,2.1,21.43,26.53,10.02,53.59,327.1
Shankar Matt,2026,12.9580503,77.5695626,3.1,40.65,49.24,6.17,81.26,335.27
Shanthi Nagar,2020,12.9544719,77.5926267,3.63,42.83,47.78,16.51,59.0,566.13
Shanthi Nagar,2021,12.9544719,77.5926267,2.51,24.37,28.53,18.02,41.71,606.76
Shanthi Nagar,2022,12.9544719,77.5926267,2.67,26.97,31.36,19.51,45.67,625.3
Shanthi Nagar,2023,12.9544719,77.5926267,2.22,23.57,27.92,18.23,47.04,591.49
Shanthi Nagar,2024,12.9544719,77.5926267,2.21,22.74,25.86,15.89,49.45,596.5
Shanthi Nagar,2025,12.9544719,77.5926267,2.1,21.43,26.53,10.02,53.59,327.1
Shanthi Nagar,2026,12.9544719,77.5926267,3.1,40.65,49.24,6.17,81.26,335.27
Shivaji Nagar,2020,12.9883250,77.6004488,3.63,42.83,47.78,16.51,59.0,566.13
Shivaji Nagar,2021,12.9883250,77.6004488,2.51,24.37,28.53,18.02,41.71,606.76
Shivaji Nagar,2022,12.9883250,77.6004488,2.67,26.97,31.36,19.51,45.67,625.3
Shivaji Nagar,2023,12.9883250,77.6004488,2.22,23.57,27.92,18.23,47.04,591.49
Shivaji Nagar,2024,12.9883250,77.6004488,2.21,22.74,25.86,15.89,49.45,596.5
Shivaji Nagar,2025,12.9883250,77.6004488,2.1,21.43,26.53,10.02,53.59,327.1
Shivaji Nagar,2026,12.9883250,77.6004488,3.18,42.23,50.97,6.06,82.52,332.38
Shivanagara,2020,12.9899608,77.5481731,3.63,42.83,47.78,16.51,59.0,566.13
Shivanagara,2021,12.9899608,77.5481731,2.51,24.37,28.53,18.02,41.71,606.76
Shivanagara,2022,12.9899608,77.5481731,2.67,26.97,31.36,19.51,45.67,625.3
Shivanagara,2023,12.9899608,77.5481731,2.22,23.57,27.92,18.23,47.04,591.49
Shivanagara,2024,12.9899608,77.5481731,2.21,22.74,25.86,15.89,49.45,596.5
Shivanagara,2025,12.9899608,77.5481731,2.1,21.43,26.53,10.02,53.59,327.1
Shivanagara,2026,12.9899608,77.5481731,3.1,40.65,49.24,6.17,81.26,335.27
Srinagar,2020,12.9484488,77.5514971,3.63,42.83,47.78,16.51,59.0,566.13
Srinagar,2021,12.9484488,77.5514971,2.51,24.37,28.53,18.02,41.71,606.76
Srinagar,2022,12.9484488,77.5514971,2.67,26.97,31.36,19.51,45.67,625.3
Srinagar,2023,12.9484488,77.5514971,2.22,23.57,27.92,18.23,47.04,591.49
Srinagar,2024,12.9484488,77.5514971,2.21,22.74,25.86,15.89,49.45,596.5
Srinagar,2025,12.9484488,77.5514971,2.1,21.43,26.53,10.02,53.59,327.1
Srinagar,2026,12.9484488,77.5514971,3.1,40.65,49.24,6.17,81.26,335.27
Subhash Nagar,2020,12.9899856,77.5719656,3.63,42.83,47.78,16.51,59.0,566.13
Subhash Nagar,2021,12.9899856,77.5719656,2.51,24.37,28.53,18.02,41.71,606.76
Subhash Nagar,2022,12.9899856,77.5719656,2.67,26.97,31.36,19.51,45.67,625.3
Subhash Nagar,2023,12.9899856,77.5719656,2.22,23.57,27.92,18.23,47.04,591.49
Subhash Nagar,2024,12.9899856,77.5719656,2.21,22.74,25.86,15.89,49.45,596.5
Subhash Nagar,2025,12.9899856,77.5719656,2.1,21.43,26.53,10.02,53.59,327.1
Subhash Nagar,2026,12.9899856,77.5719656,3.1,40.65,49.24,6.17,81.26,335.27
Subramanya Nagar,2020,13.0047903,77.5599387,3.63,42.83,47.78,16.51,59.0,566.13
Subramanya Nagar,2021,13.0047903,77.5599387,2.51,24.37,28.53,18.02,41.71,606.76
Subramanya Nagar,2022,13.0047903,77.5599387,2.67,26.97,31.36,19.51,45.67,625.3
Subramanya Nagar,2023,13.0047903,77.5599387,2.22,23.57,27.92,18.23,47.04,591.49
Subramanya Nagar,2024,13.0047903,77.5599387,2.21,22.74,25.86,15.89,49.45,596.5
Subramanya Nagar,2025,13.0047903,77.5599387,2.1,21.43,26.53,10.02,53.59,327.1
Subramanya Nagar,2026,13.0047903,77.5599387,3.11,39.04,46.66,4.75,86.43,313.87
Suddagunte Palya,2020,12.9311660,77.6040736,3.63,42.83,47.78,16.51,59.0,566.13
Suddagunte Palya,2021,12.9311660,77.6040736,2.51,24.37,28.53,18.02,41.71,606.76
Suddagunte Palya,2022,12.9311660,77.6040736,2.67,26.97,31.36,19.51,45.67,625.3
Suddagunte Palya,2023,12.9311660,77.6040736,2.22,23.57,27.92,18.23,47.04,591.49
Suddagunte Palya,2024,12.9311660,77.6040736,2.21,22.74,25.86,15.89,49.45,596.5
Suddagunte Palya,2025,12.9311660,77.6040736,2.1,21.43,26.53,10.02,53.59,327.1
Suddagunte Palya,2026,12.9311660,77.6040736,3.18,42.23,50.97,6.06,82.52,332.38
Sunkadakatte,2020,12.9951556,77.5022163,3.63,42.83,47.78,16.51,59.0,566.13
Sunkadakatte,2021,12.9951556,77.5022163,2.51,24.37,28.53,18.02,41.71,606.76
Sunkadakatte,2022,12.9951556,77.5022163,2.67,26.97,31.36,19.51,45.67,625.3
Sunkadakatte,2023,12.9951556,77.5022163,2.22,23.57,27.92,18.23,47.04,591.49
Sunkadakatte,2024,12.9951556,77.5022163,2.21,22.74,25.86,15.89,49.45,596.5
Sunkadakatte,2025,12.9951556,77.5022163,2.1,21.43,26.53,10.02,53.59,327.1
Sunkadakatte,2026,12.9951556,77.5022163,3.1,40.65,49.24,6.17,81.26,335.27
Sunkenahalli,2020,12.9471363,77.5690053,3.63,42.83,47.78,16.51,59.0,566.13
Sunkenahalli,2021,12.9471363,77.5690053,2.51,24.37,28.53,18.02,41.71,606.76
Sunkenahalli,2022,12.9471363,77.5690053,2.67,26.97,31.36,19.51,45.67,625.3
Sunkenahalli,2023,12.9471363,77.5690053,2.22,23.57,27.92,18.23,47.04,591.49
Sunkenahalli,2024,12.9471363,77.5690053,2.21,22.74,25.86,15.89,49.45,596.5
Sunkenahalli,2025,12.9471363,77.5690053,2.1,21.43,26.53,10.02,53.59,327.1
Sunkenahalli,2026,12.9471363,77.5690053,3.1,40.65,49.24,6.17,81.26,335.27
Swamy Vivekananda,2020,12.9360268,77.5461862,3.63,42.83,47.78,16.51,59.0,566.13
Swamy Vivekananda,2021,12.9360268,77.5461862,2.51,24.37,28.53,18.02,41.71,606.76
Swamy Vivekananda,2022,12.9360268,77.5461862,2.67,26.97,31.36,19.51,45.67,625.3
Swamy Vivekananda,2023,12.9360268,77.5461862,2.22,23.57,27.92,18.23,47.04,591.49
Swamy Vivekananda,2024,12.9360268,77.5461862,2.21,22.74,25.86,15.89,49.45,596.5
Swamy Vivekananda,2025,12.9360268,77.5461862,2.1,21.43,26.53,10.02,53.59,327.1
Swamy Vivekananda,2026,12.9360268,77.5461862,3.1,40.65,49.24,6.17,81.26,335.27
T Dasarahalli,2020,13.0450201,77.5076896,3.63,42.83,47.78,16.51,59.0,566.13
T Dasarahalli,2021,13.0450201,77.5076896,2.51,24.37,28.53,18.02,41.71,606.76
T Dasarahalli,2022,13.0450201,77.5076896,2.67,26.97,31.36,19.51,45.67,625.3
T Dasarahalli,2023,13.0450201,77.5076896,2.22,23.57,27.92,18.23,47.04,591.49
T Dasarahalli,2024,13.0450201,77.5076896,2.21,22.74,25.86,15.89,49.45,596.5
T Dasarahalli,2025,13.0450201,77.5076896,2.1,21.43,26.53,10.02,53.59,327.1
T Dasarahalli,2026,13.0450201,77.5076896,3.11,39.04,46.66,4.75,86.43,313.87
Thanisandra,2020,13.0522499,77.6316152,3.63,42.83,47.78,16.51,59.0,566.13
Thanisandra,2021,13.0522499,77.6316152,2.51,24.37,28.53,18.02,41.71,606.76
Thanisandra,2022,13.0522499,77.6316152,2.67,26.97,31.36,19.51,45.67,625.3
Thanisandra,2023,13.0522499,77.6316152,2.22,23.57,27.92,18.23,47.04,591.49
Thanisandra,2024,13.0522499,77.6316152,2.21,22.74,25.86,15.89,49.45,596.5
Thanisandra,2025,13.0522499,77.6316152,2.1,21.43,26.53,10.02,53.59,327.1
Thanisandra,2026,13.0522499,77.6316152,3.17,40.45,48.31,4.7,86.43,311.71
Ulsoor,2020,12.9778793,77.6246697,3.63,42.83,47.78,16.51,59.0,566.13
Ulsoor,2021,12.9778793,77.6246697,2.51,24.37,28.53,18.02,41.71,606.76
Ulsoor,2022,12.9778793,77.6246697,2.67,26.97,31.36,19.51,45.67,625.3
Ulsoor,2023,12.9778793,77.6246697,2.22,23.57,27.92,18.23,47.04,591.49
Ulsoor,2024,12.9778793,77.6246697,2.21,22.74,25.86,15.89,49.45,596.5
Ulsoor,2025,12.9778793,77.6246697,2.1,21.43,26.53,10.02,53.59,327.1
Ulsoor,2026,12.9778793,77.6246697,3.18,42.23,50.97,6.06,82.52,332.38
Uttarahalli,2020,12.9055682,77.5455438,3.63,42.83,47.78,16.51,59.0,566.13
Uttarahalli,2021,12.9055682,77.5455438,2.51,24.37,28.53,18.02,41.71,606.76
Uttarahalli,2022,12.9055682,77.5455438,2.67,26.97,31.36,19.51,45.67,625.3
Uttarahalli,2023,12.9055682,77.5455438,2.22,23.57,27.92,18.23,47.04,591.49
Uttarahalli,2024,12.9055682,77.5455438,2.21,22.74,25.86,15.89,49.45,596.5
Uttarahalli,2025,12.9055682,77.5455438,2.1,21.43,26.53,10.02,53.59,327.1
Uttarahalli,2026,12.9055682,77.5455438,3.1,40.65,49.24,6.17,81.26,335.27
Vannarpet,2020,12.9572018,77.6189609,3.63,42.83,47.78,16.51,59.0,566.13
Vannarpet,2021,12.9572018,77.6189609,2.51,24.37,28.53,18.02,41.71,606.76
Vannarpet,2022,12.9572018,77.6189609,2.67,26.97,31.36,19.51,45.67,625.3
Vannarpet,2023,12.9572018,77.6189609,2.22,23.57,27.92,18.23,47.04,591.49
Vannarpet,2024,12.9572018,77.6189609,2.21,22.74,25.86,15.89,49.45,596.5
